"","i","j","fij"
"51861","Millau","Albi",76997.0067306826
"51862","Villefranche de Rouergue","Albi",47929.1442319181
"51863","Rodez","Albi",58049.4906758238
"51864","Saverne","Albi",668228.702212504
"51865","Strasbourg","Albi",673390.98169248
"51866","Aix-en-Provence","Albi",269536.891804814
"51867","Arles","Albi",201761.925599048
"51868","Aubagne","Albi",285228.16104895
"51869","Istres","Albi",233504.67356804
"51870","La Ciotat","Albi",291759.028344047
"51871","Marseille","Albi",269469.289895945
"51872","Martigues","Albi",241570.642034892
"51873","Salon de Provence","Albi",239634.920158387
"51874","Caen","Albi",614759.827385694
"51875","Aurillac","Albi",113636.576302588
"51876","Angoulême","Albi",247742.256351122
"51877","Jonzac","Albi",264962.288473868
"51878","La Rochelle","Albi",359026.268879385
"51879","Marennes","Albi",332153.045071549
"51880","Saintes","Albi",297979.34232575
"51881","Bourges","Albi",350721.901626873
"51882","Tulle","Albi",151837.358263017
"51883","Guéret","Albi",249851.159421581
"51884","Dijon","Albi",439170.563659148
"51885","Guingamp","Albi",656701.082454882
"51886","Lannion","Albi",685893.636635012
"51887","Saint-Brieuc","Albi",634341.921388348
"51888","Niort","Albi",336148.70046933
"51889","Bergerac","Albi",167529.73672823
"51890","Nontron","Albi",213298.215488615
"51891","Besançon","Albi",475863.205058623
"51892","Montbéliard","Albi",537569.766422771
"51893","Crest","Albi",210187.565312604
"51894","Montélimar","Albi",219304.251999455
"51895","Nyons","Albi",243133.16583403
"51896","Valence","Albi",245322.347509044
"51897","Evry","Albi",522939.031761669
"51898","Pussay","Albi",491313.815320503
"51899","Brest","Albi",712196.995550591
"51900","Carhaix-Plouguer","Albi",654310.33863291
"51901","Chateaulin","Albi",675946.065405758
"51902","Concarneau","Albi",642956.833868647
"51903","Morlaix","Albi",692208.365925404
"51904","Quimper","Albi",661872.051441487
"51905","Alès","Albi",156857.902457236
"51906","Bagnols-sur-Cèze","Albi",200080.936469151
"51907","Nîmes","Albi",178072.454818686
"51908","Uzès","Albi",182541.469097259
"51909","Auch","Albi",129661.673936525
"51910","L'Isle Jourdain","Albi",92651.8175381925
"51911","Auros","Albi",193848.807105617
"51912","Bazas","Albi",196861.509424776
"51913","Bordeaux","Albi",239830.910136714
"51914","Gans","Albi",192547.024602407
"51915","Libourne","Albi",219562.777195139
"51916","Langon","Albi",203381.868759655
"51917","Sainte-Foy-la-Grande","Albi",184436.134189197
"51918","Pointe-à-Pitre","Albi",6902776.98537888
"51919","Guebwiller","Albi",591064.80078591
"51920","Mulhouse","Albi",585098.008116004
"51921","Cazères","Albi",117465.184765683
"51922","Toulouse","Albi",67097.3884308731
"51923","Saint-Gaudens","Albi",146821.445778446
"51924","Le Puy-en-Velay","Albi",185800.073112013
"51925","Monistrol-sur-Loire","Albi",220897.30636068
"51926","Tarbes","Albi",184198.74776511
"51927","Annecy","Albi",383102.354088882
"51928","Annemasse","Albi",408306.957343228
"51929","Limoges","Albi",223076.634120889
"51930","Briançon","Albi",374015.952746188
"51931","Embrun","Albi",354295.559410982
"51932","Gap","Albi",321934.858433453
"51933","Veynes","Albi",301304.059859333
"51934","Bagneux","Albi",620471.805907459
"51935","Clamart","Albi",541354.259190215
"51936","Malakoff","Albi",543297.282966221
"51937","Brissac","Albi",125038.335009693
"51938","Béziers","Albi",108121.413854927
"51939","Ganges","Albi",125206.383189861
"51940","Lodève","Albi",96705.7545213978
"51941","Montpellier","Albi",143595.212694897
"51942","Saint Pons de Thomières","Albi",69352.1712403923
"51943","Lac de Jouarres","Albi",5344643.20333331
"51944","Olonzac","Albi",85554.3591335275
"51945","Saint-Pons-de-Thomières","Albi",69352.1712403923
"51946","Sète","Albi",137766.282957787
"51947","Fougères","Albi",555387.816247779
"51948","Rennes","Albi",550907.24464964
"51949","Saint-Aubin-du-Cormier","Albi",553573.422960144
"51950","Saint-Malo","Albi",614135.879940711
"51951","Châteauroux","Albi",321487.551831154
"51952","Chinon","Albi",389298.599160025
"51953","Tours","Albi",400966.717511389
"51954","Bourgoin-Jallieu","Albi",309045.242190068
"51955","Grenoble","Albi",316142.148361706
"51956","La Côte-Saint-André","Albi",270926.084421073
"51957","Lons le Saunier","Albi",405505.978629405
"51958","Lons-le-Saunier","Albi",405505.978629405
"51959","Saint-Denis de la Réunion","Albi",11155347.4467074
"51960","Saint-Leu","Albi",11200232.0596647
"51961","Mont-de-Marsan","Albi",212822.328616532
"51962","Montbrison","Albi",240430.193167367
"51963","Roanne","Albi",279091.815001845
"51964","Saint-Étienne","Albi",244349.540108052
"51965","Blain","Albi",497829.658821388
"51966","Châteaubriant","Albi",502099.290134135
"51967","Nantes","Albi",465984.157385375
"51968","Saint-Nazaire","Albi",503545.665491327
"51969","Blois","Albi",411397.721083027
"51970","Montargis","Albi",454495.269920393
"51971","Orléans","Albi",5908710.11340233
"51972","Figeac","Albi",76269.1890227022
"51973","Cahors","Albi",81204.6617573682
"51974","Agen","Albi",126313.648181549
"51975","Villeneuve-sur-Lot","Albi",127044.331492481
"51976","Florac","Albi",123813.818599441
"51977","Angers","Albi",446330.900433057
"51978","Saint-Lô","Albi",627426.487320432
"51979","Châlons-en-Champagne","Albi",583909.065496627
"51980","Reims","Albi",609425.214798055
"51981","Fort-de-France","Albi",7022020.53847339
"51982","Craon","Albi",497325.561127109
"51983","Laval","Albi",512637.244537131
"51984","Nancy","Albi",613550.018205022
"51985","Lorient","Albi",602422.196836525
"51986","Questembert","Albi",547272.953135008
"51987","Vannes","Albi",562908.938335955
"51988","Metz","Albi",654074.02188676
"51989","Nevers","Albi",349605.522535303
"51990","Lille","Albi",748220.762936277
"51991","Valenciennes","Albi",722350.876750967
"51992","Avrechy","Albi",613716.158272848
"51993","Beauvais","Albi",612541.961955141
"51994","Alençon","Albi",524757.484128435
"51995","Paris (Belleville Ménilmontant)","Albi",549183.974296812
"51996","Paris (Denfert-Rochereau)","Albi",545313.203634792
"51997","Paris (Place des Fêtes)","Albi",548428.801722479
"51998","Paris (Menilmontant-Sorbier)","Albi",549183.974296812
"51999","Paris (République)","Albi",5386442.87210205
"52000","Arras","Albi",708778.978916641
"52001","Boulogne-sur-Mer","Albi",756695.642775087
"52002","Béthune","Albi",733623.434678168
"52003","Calais","Albi",780721.142117774
"52004","Saint-Omer","Albi",758555.030491349
"52005","Ambert","Albi",220052.021083892
"52006","Clermont-Ferrand","Albi",218302.151134158
"52007","Accous","Albi",246336.888008593
"52008","Bayonne","Albi",295998.655461237
"52009","Pau","Albi",214997.159010415
"52010","Vallée d'Aspe","Albi",4403031.14203098
"52011","Prades","Albi",147296.787708795
"52012","Perpignan","Albi",149475.088854364
"52013","Lyon","Albi",293752.202310612
"52014","Le Mans","Albi",477604.406090413
"52015","Chambéry","Albi",349653.055498407
"52016","Chalon-sur-Saône","Albi",381846.17493899
"52017","Mâcon","Albi",337893.124478131
"52018","Fontainebleau","Albi",499150.21698808
"52019","Marne la Vallée","Albi",491543.981119493
"52020","Melun","Albi",513846.832845216
"52021","Fécamp","Albi",661685.873205214
"52022","Le Havre","Albi",637701.570737451
"52023","Rouen","Albi",617735.766146742
"52024","Aubervilliers","Albi",554276.475731349
"52025","Clichy","Albi",552781.975016785
"52026","Montreuil","Albi",726973.558945444
"52027","Noisy-le-Sec","Albi",551815.147940092
"52028","Pantin","Albi",552315.830432832
"52029","Saint-Denis","Albi",556571.974211552
"52030","Saint-Ouen","Albi",553849.422244579
"52031","Abbeville","Albi",686974.043968451
"52032","Amiens","Albi",663062.965558948
"52033","Albi","Albi",0
"52034","Gaillac","Albi",20377.3734902309
"52035","Moissac","Albi",87499.7472213352
"52036","Saint-Antonin-Noble-Val","Albi",40156.7574153607
"52037","Belfort","Albi",551215.946172443
"52038","Créteil","Albi",539864.089221191
"52039","Ivry-sur-seine","Albi",542912.248770247
"52040","Villejuif","Albi",540671.364643607
"52041","Bonneuil-sur-Marne","Albi",538947.770067963
"52042","Vitry-sur-Seine","Albi",540186.93328748
"52043","Cergy","Albi",569409.058542012
"52044","Draguignan","Albi",350537.746548926
"52045","Toulon","Albi",318595.423405378
"52046","Avignon","Albi",213432.072888213
"52047","La Roche-sur-Yon","Albi",413823.553293282
"52048","Les Sables d'Olonne","Albi",420252.041993028
"52049","Poitiers","Albi",326938.525186988
"52050","Plombières-les-Bains","Albi",558777.31900726
"52051","Épinal","Albi",577068.753730292
"52052","Auxerre","Albi",443791.511018435
"52053","Sens","Albi",482336.483041225
"52054","Tonnerre","Albi",458724.357793174
"52055","Élancourt","Albi",537912.577414809
"52056","La Verrière","Albi",524345.422576553
"52057","Mantes la Jolie","Albi",563262.439861853
"52058","Rambouillet","Albi",524928.315779212
"52059","Saint-Quentin-en-Yvelines","Albi",516219.537081465
"52060","Leipzig","Albi",1125048.64646444
"52061","München","Albi",865399.047764281
"52062","Berlin","Albi",1266489.83587257
"52063","Bruxelles","Albi",786743.298462683
"52064","Charleroi","Albi",741242.010710013
"52065","Gent","Albi",800971.589485055
"52066","Liège","Albi",790048.760735199
"52067","Louvain-la-Neuve","Albi",771892.844774511
"52068","Namur","Albi",755175.524575962
"52069","Tournai","Albi",748080.904959482
"52070","Rio de Janeiro","Albi",11036273.5311617
"52071","Montréal","Albi",5770400.05409105
"52072","Trois-Rivières","Albi",6936487.72288511
"52073","A Coruña","Albi",852482.445984009
"52074","Alcalá de Guadaíra","Albi",999556.107374774
"52075","Avilés","Albi",651211.834008687
"52076","Barcelone","Albi",283126.346651334
"52077","Bilbao","Albi",417088.32786133
"52078","Dos Hermanas","Albi",1009314.7322581
"52079","Elche","Albi",675198.57028346
"52080","Granada","Albi",9273335.97107225
"52081","Huesca","Albi",288176.278843867
"52082","La Rioja","Albi",415703.521531158
"52083","Lugo","Albi",791680.743322422
"52084","Madrid","Albi",622117.661137322
"52085","Málaga","Albi",980104.891864616
"52086","Murcia","Albi",717294.399546506
"52087","Salamanca","Albi",722738.314636141
"52088","Segovia","Albi",613656.752093827
"52089","Sevilla","Albi",1004298.6859759
"52090","Tarragona","Albi",321194.687643219
"52091","Valladolid","Albi",617243.932079748
"52092","València","Albi",539236.827925413
"52093","Santiago de Compostela","Albi",873768.532939164
"52094","Vitoria-Gasteiz","Albi",408770.408087509
"52095","Xixón","Albi",630527.49194576
"52096","Zaragoza","Albi",354367.018364254
"52097","San Francisco","Albi",9496973.7223611
"52098","Athènes","Albi",1932858.67096696
"52099","Messine","Albi",1296739.93862542
"52100","Torino","Albi",458136.515903938
"52101","Panamá","Albi",9286630.56040501
"52102","Amsterdam","Albi",961097.40140483
"52103","Lisbonne","Albi",1110352.381652
"52104","Bucarest","Albi",1908675.71173727
"52105","Glasgow","Albi",6290026.1518603
"52106","Liverpool","Albi",1119948.35949395
"52107","Londres","Albi",859752.719645301
"52108","Manchester","Albi",1110824.45608903
"52109","Neuchâtel","Albi",505112.203687242
"52110","Fribourg","Albi",647959.023752233
"52111","Bourg-en-Bresse","Gaillac",366153.703551546
"52112","Château-Thierry","Gaillac",582815.269811593
"52113","Laon","Gaillac",642778.47883704
"52114","Montluçon","Gaillac",276505.894571873
"52115","Vichy","Gaillac",274454.292297057
"52116","Digne-les-Bains","Gaillac",348578.887933868
"52117","Manosque","Gaillac",312453.649374988
"52118","Sisteron","Gaillac",325974.04876609
"52119","Grasse","Gaillac",405589.211118943
"52120","Nice","Gaillac",432828.515070239
"52121","Aubenas","Gaillac",214485.129194746
"52122","Ariège","Gaillac",119703.844876825
"52123","Foix","Gaillac",106574.166010297
"52124","La Bastide-de-Sérou","Gaillac",105829.897843928
"52125","Pailhès","Gaillac",116800.792567288
"52126","Troyes","Gaillac",516369.600953875
"52127","Carcassonne","Gaillac",84821.6887779579
"52128","Castans","Gaillac",72782.6295279129
"52129","Narbonne","Gaillac",120006.072228532
"52130","Lac de Jouarres","Gaillac",5328482.48823525
"52131","Millau","Gaillac",97264.2072919011
"52132","Villefranche de Rouergue","Gaillac",51259.4987633784
"52133","Rodez","Gaillac",73642.8094090893
"52134","Saverne","Gaillac",682307.596843789
"52135","Strasbourg","Gaillac",688171.361298277
"52136","Aix-en-Provence","Gaillac",289149.16868651
"52137","Arles","Gaillac",221499.236058959
"52138","Aubagne","Gaillac",304319.06383033
"52139","Istres","Gaillac",252920.889517355
"52140","La Ciotat","Gaillac",310556.598412743
"52141","Marseille","Gaillac",288462.46875403
"52142","Martigues","Gaillac",260705.885714843
"52143","Salon de Provence","Gaillac",259399.582966361
"52144","Caen","Gaillac",611803.760804214
"52145","Aurillac","Gaillac",122091.88133173
"52146","Angoulême","Gaillac",237996.643727606
"52147","Jonzac","Gaillac",251930.241818472
"52148","La Rochelle","Gaillac",347122.222834097
"52149","Marennes","Gaillac",319026.287322235
"52150","Saintes","Gaillac",285780.167273045
"52151","Bourges","Gaillac",355241.874869147
"52152","Tulle","Gaillac",152084.78512111
"52153","Guéret","Gaillac",251806.696045777
"52154","Dijon","Gaillac",451980.535515354
"52155","Guingamp","Gaillac",647251.520920938
"52156","Lannion","Gaillac",676300.916040902
"52157","Saint-Brieuc","Gaillac",625437.578996602
"52158","Niort","Gaillac",326874.74678895
"52159","Bergerac","Gaillac",154227.574620919
"52160","Nontron","Gaillac",205566.03736508
"52161","Besançon","Gaillac",490752.091454912
"52162","Montbéliard","Gaillac",553036.959306528
"52163","Crest","Gaillac",220893.364200762
"52164","Montélimar","Gaillac",239308.683315248
"52165","Nyons","Gaillac",263458.424949117
"52166","Valence","Gaillac",264563.591981511
"52167","Evry","Gaillac",527008.29673952
"52168","Pussay","Gaillac",494118.186805253
"52169","Brest","Gaillac",700575.759978897
"52170","Carhaix-Plouguer","Gaillac",643652.441126599
"52171","Chateaulin","Gaillac",664420.510452612
"52172","Concarneau","Gaillac",630975.432229538
"52173","Morlaix","Gaillac",681793.99001761
"52174","Quimper","Gaillac",649918.942844839
"52175","Alès","Gaillac",177234.063305697
"52176","Bagnols-sur-Cèze","Gaillac",220458.149880123
"52177","Nîmes","Gaillac",198142.658160486
"52178","Uzès","Gaillac",202866.847626743
"52179","Auch","Gaillac",109387.57252553
"52180","L'Isle Jourdain","Gaillac",73003.3594191385
"52181","Auros","Gaillac",176095.289252635
"52182","Bazas","Gaillac",178680.305548089
"52183","Bordeaux","Gaillac",223250.191357483
"52184","Gans","Gaillac",174571.361186287
"52185","Libourne","Gaillac",204096.344604121
"52186","Langon","Gaillac",185806.389449749
"52187","Sainte-Foy-la-Grande","Gaillac",169888.071746865
"52188","Pointe-à-Pitre","Gaillac",6882505.3823774
"52189","Guebwiller","Gaillac",606324.886735374
"52190","Mulhouse","Gaillac",600789.33811216
"52191","Cazères","Gaillac",101360.304313552
"52192","Toulouse","Gaillac",49191.8020679758
"52193","Saint-Gaudens","Gaillac",129528.805861536
"52194","Le Puy-en-Velay","Gaillac",202922.246337738
"52195","Monistrol-sur-Loire","Gaillac",237687.291827046
"52196","Tarbes","Gaillac",164701.312177997
"52197","Annecy","Gaillac",401179.698914017
"52198","Annemasse","Gaillac",425827.02257937
"52199","Limoges","Gaillac",220517.938490319
"52200","Briançon","Gaillac",394079.534347591
"52201","Embrun","Gaillac",374599.560838463
"52202","Gap","Gaillac",342208.431581796
"52203","Veynes","Gaillac",321570.409988129
"52204","Bagneux","Gaillac",626288.049046649
"52205","Clamart","Gaillac",544906.646190895
"52206","Malakoff","Gaillac",546939.344810726
"52207","Brissac","Gaillac",145147.260033431
"52208","Béziers","Gaillac",123425.440431668
"52209","Ganges","Gaillac",145447.671915096
"52210","Lodève","Gaillac",115989.187670037
"52211","Montpellier","Gaillac",162710.558844878
"52212","Saint Pons de Thomières","Gaillac",83336.5325191193
"52213","Lac de Jouarres","Gaillac",5328482.48823525
"52214","Olonzac","Gaillac",96085.5859007762
"52215","Saint-Pons-de-Thomières","Gaillac",83336.5325191193
"52216","Sète","Gaillac",155316.496611384
"52217","Fougères","Gaillac",549279.197661629
"52218","Rennes","Gaillac",543255.43869732
"52219","Saint-Aubin-du-Cormier","Gaillac",546828.080214936
"52220","Saint-Malo","Gaillac",606842.554040722
"52221","Châteauroux","Gaillac",322815.746215219
"52222","Chinon","Gaillac",384980.600696628
"52223","Tours","Gaillac",398696.243558021
"52224","Bourgoin-Jallieu","Gaillac",326908.204759882
"52225","Grenoble","Gaillac",335434.789492423
"52226","La Côte-Saint-André","Gaillac",287449.313091216
"52227","Lons le Saunier","Gaillac",420889.491000251
"52228","Lons-le-Saunier","Gaillac",420889.491000251
"52229","Saint-Denis de la Réunion","Gaillac",11171279.5937063
"52230","Saint-Leu","Gaillac",11216106.8120644
"52231","Mont-de-Marsan","Gaillac",192661.412215772
"52232","Montbrison","Gaillac",255599.739857815
"52233","Roanne","Gaillac",292694.47893453
"52234","Saint-Étienne","Gaillac",261079.302127497
"52235","Blain","Gaillac",488533.76265236
"52236","Châteaubriant","Gaillac",494277.574992994
"52237","Nantes","Gaillac",456475.560759678
"52238","Saint-Nazaire","Gaillac",492804.664089613
"52239","Blois","Gaillac",411735.390087188
"52240","Montargis","Gaillac",459722.667757618
"52241","Orléans","Gaillac",5892607.65063261
"52242","Figeac","Gaillac",79350.4963037425
"52243","Cahors","Gaillac",71126.7374119658
"52244","Agen","Gaillac",107781.970013595
"52245","Villeneuve-sur-Lot","Gaillac",110582.71882683
"52246","Florac","Gaillac",143724.090337569
"52247","Angers","Gaillac",440115.318702774
"52248","Saint-Lô","Gaillac",622794.158548943
"52249","Châlons-en-Champagne","Gaillac",592557.374781292
"52250","Reims","Gaillac",617051.03910084
"52251","Fort-de-France","Gaillac",7001702.59573772
"52252","Craon","Gaillac",490833.603291428
"52253","Laval","Gaillac",507049.190222295
"52254","Nancy","Gaillac",626032.946000888
"52255","Lorient","Gaillac",590917.656874928
"52256","Questembert","Gaillac",537057.758175593
"52257","Vannes","Gaillac",552148.471408745
"52258","Metz","Gaillac",665911.566758219
"52259","Nevers","Gaillac",357347.455359402
"52260","Lille","Gaillac",753100.417170568
"52261","Valenciennes","Gaillac",728197.516418767
"52262","Avrechy","Gaillac",617572.32446336
"52263","Beauvais","Gaillac",615592.643582598
"52264","Alençon","Gaillac",522040.067688549
"52265","Paris (Belleville Ménilmontant)","Gaillac",553064.483850213
"52266","Paris (Denfert-Rochereau)","Gaillac",549049.394753831
"52267","Paris (Place des Fêtes)","Gaillac",552181.356667145
"52268","Paris (Menilmontant-Sorbier)","Gaillac",553064.483850213
"52269","Paris (République)","Gaillac",5391146.872844
"52270","Arras","Gaillac",713196.058134469
"52271","Boulogne-sur-Mer","Gaillac",758818.220663378
"52272","Béthune","Gaillac",737733.767605631
"52273","Calais","Gaillac",783350.277912903
"52274","Saint-Omer","Gaillac",761885.888275511
"52275","Ambert","Gaillac",234304.834221117
"52276","Clermont-Ferrand","Gaillac",228428.588376763
"52277","Accous","Gaillac",226859.520418941
"52278","Bayonne","Gaillac",275621.282663446
"52279","Pau","Gaillac",194966.18738717
"52280","Vallée d'Aspe","Gaillac",4395749.65538265
"52281","Prades","Gaillac",148961.64102791
"52282","Perpignan","Gaillac",156245.902304451
"52283","Lyon","Gaillac",310335.519069407
"52284","Le Mans","Gaillac",474623.188694448
"52285","Chambéry","Gaillac",368272.772678128
"52286","Chalon-sur-Saône","Gaillac",395459.121066142
"52287","Mâcon","Gaillac",352780.827537301
"52288","Fontainebleau","Gaillac",504054.377173449
"52289","Marne la Vallée","Gaillac",497385.418654587
"52290","Melun","Gaillac",518573.664870453
"52291","Fécamp","Gaillac",660913.364057205
"52292","Le Havre","Gaillac",636136.026841832
"52293","Rouen","Gaillac",618417.966020856
"52294","Aubervilliers","Gaillac",558127.040591009
"52295","Clichy","Gaillac",556432.299340447
"52296","Montreuil","Gaillac",729361.797199612
"52297","Noisy-le-Sec","Gaillac",555862.323897021
"52298","Pantin","Gaillac",556222.468042658
"52299","Saint-Denis","Gaillac",560354.785434024
"52300","Saint-Ouen","Gaillac",557574.196975126
"52301","Abbeville","Gaillac",689475.105261946
"52302","Amiens","Gaillac",666555.621421892
"52303","Albi","Gaillac",20377.3734902309
"52304","Gaillac","Gaillac",0
"52305","Moissac","Gaillac",68943.2712164102
"52306","Saint-Antonin-Noble-Val","Gaillac",30101.6951294284
"52307","Belfort","Gaillac",566527.848896949
"52308","Créteil","Gaillac",543931.180913326
"52309","Ivry-sur-seine","Gaillac",546798.150354872
"52310","Villejuif","Gaillac",544483.645015186
"52311","Bonneuil-sur-Marne","Gaillac",543112.165633466
"52312","Vitry-sur-Seine","Gaillac",544090.141018277
"52313","Cergy","Gaillac",572349.157918647
"52314","Draguignan","Gaillac",370376.388722615
"52315","Toulon","Gaillac",337452.676999368
"52316","Avignon","Gaillac",233690.685796717
"52317","La Roche-sur-Yon","Gaillac",403017.207661759
"52318","Les Sables d'Olonne","Gaillac",408099.56449352
"52319","Poitiers","Gaillac",321584.498236625
"52320","Plombières-les-Bains","Gaillac",572918.035742023
"52321","Épinal","Gaillac",590826.700076855
"52322","Auxerre","Gaillac",451855.625749667
"52323","Sens","Gaillac",489067.90181358
"52324","Tonnerre","Gaillac",467825.661811831
"52325","Élancourt","Gaillac",540609.135152929
"52326","La Verrière","Gaillac",520426.32995501
"52327","Mantes la Jolie","Gaillac",565351.089590097
"52328","Rambouillet","Gaillac",527289.546802368
"52329","Saint-Quentin-en-Yvelines","Gaillac",518865.731520684
"52330","Leipzig","Gaillac",1140134.8979572
"52331","München","Gaillac",883447.44294528
"52332","Berlin","Gaillac",1281027.98598045
"52333","Bruxelles","Gaillac",793772.500690049
"52334","Charleroi","Gaillac",748726.648102408
"52335","Gent","Gaillac",806838.930909077
"52336","Liège","Gaillac",799181.876386863
"52337","Louvain-la-Neuve","Gaillac",779478.027291979
"52338","Namur","Gaillac",763339.257410754
"52339","Tournai","Gaillac",753555.301465635
"52340","Rio de Janeiro","Gaillac",11018777.3461146
"52341","Montréal","Gaillac",5754159.82495278
"52342","Trois-Rivières","Gaillac",6916212.58883032
"52343","A Coruña","Gaillac",832296.142328834
"52344","Alcalá de Guadaíra","Gaillac",983201.250276235
"52345","Avilés","Gaillac",631008.599244204
"52346","Barcelone","Gaillac",281162.004884105
"52347","Bilbao","Gaillac",396711.192127642
"52348","Dos Hermanas","Gaillac",992941.567492156
"52349","Elche","Gaillac",665263.804350532
"52350","Granada","Gaillac",9254179.5399981
"52351","Huesca","Gaillac",271660.036819193
"52352","La Rioja","Gaillac",396109.939851326
"52353","Lugo","Gaillac",771360.098925348
"52354","Madrid","Gaillac",604318.327714168
"52355","Málaga","Gaillac",965708.50635581
"52356","Murcia","Gaillac",706710.183439351
"52357","Salamanca","Gaillac",703190.955054359
"52358","Segovia","Gaillac",594851.598196519
"52359","Sevilla","Gaillac",987772.541079544
"52360","Tarragona","Gaillac",314252.026461789
"52361","Valladolid","Gaillac",597457.44727729
"52362","València","Gaillac",528723.985094072
"52363","Santiago de Compostela","Gaillac",853450.574138597
"52364","Vitoria-Gasteiz","Gaillac",388564.874660529
"52365","Xixón","Gaillac",610309.539114143
"52366","Zaragoza","Gaillac",338178.287245297
"52367","San Francisco","Gaillac",9483987.10420492
"52368","Athènes","Gaillac",1952006.05859263
"52369","Messine","Gaillac",1313945.48915419
"52370","Torino","Gaillac",478216.983608525
"52371","Panamá","Gaillac",9266960.76104889
"52372","Amsterdam","Gaillac",968050.143795192
"52373","Lisbonne","Gaillac",1091139.52173609
"52374","Bucarest","Gaillac",1929037.08489251
"52375","Glasgow","Gaillac",6273930.07195681
"52376","Liverpool","Gaillac",1116676.33601659
"52377","Londres","Gaillac",859092.749252278
"52378","Manchester","Gaillac",1108443.56323555
"52379","Neuchâtel","Gaillac",521746.479171516
"52380","Fribourg","Gaillac",661338.484488388
"52381","Bourg-en-Bresse","Moissac",400246.140413337
"52382","Château-Thierry","Moissac",576620.811807134
"52383","Laon","Moissac",636565.336396815
"52384","Montluçon","Moissac",275453.91853952
"52385","Vichy","Moissac",289829.315683699
"52386","Digne-les-Bains","Moissac",412316.010574808
"52387","Manosque","Moissac",378157.177969861
"52388","Sisteron","Moissac",388819.039915561
"52389","Grasse","Moissac",471814.944571992
"52390","Nice","Moissac",498713.026403495
"52391","Aubenas","Moissac",269570.212087405
"52392","Ariège","Moissac",146212.2571474
"52393","Foix","Moissac",133531.048681921
"52394","La Bastide-de-Sérou","Moissac",124586.53902716
"52395","Pailhès","Moissac",185438.693273993
"52396","Troyes","Moissac",519510.498051667
"52397","Carcassonne","Moissac",142255.031132119
"52398","Castans","Moissac",137028.492603823
"52399","Narbonne","Moissac",185760.068273517
"52400","Lac de Jouarres","Moissac",5260578.17366431
"52401","Millau","Moissac",159566.252819371
"52402","Villefranche de Rouergue","Moissac",80902.5893158968
"52403","Rodez","Moissac",122015.844424712
"52404","Saverne","Moissac",705134.941490482
"52405","Strasbourg","Moissac",714023.280898849
"52406","Aix-en-Provence","Moissac",356769.279999693
"52407","Arles","Moissac",288883.150001015
"52408","Aubagne","Moissac",372726.918042621
"52409","Istres","Moissac",320912.926747831
"52410","La Ciotat","Moissac",379218.323250007
"52411","Marseille","Moissac",356966.236419251
"52412","Martigues","Moissac",329067.318172629
"52413","Salon de Provence","Moissac",326681.265300104
"52414","Caen","Moissac",574938.703567657
"52415","Aurillac","Moissac",141516.474505858
"52416","Angoulême","Moissac",186549.003065771
"52417","Jonzac","Moissac",191214.230982507
"52418","La Rochelle","Moissac",288012.172864547
"52419","Marennes","Moissac",257323.718044578
"52420","Saintes","Moissac",226625.702169398
"52421","Bourges","Moissac",345980.390535518
"52422","Tulle","Moissac",140126.300125525
"52423","Guéret","Moissac",237389.752073408
"52424","Dijon","Moissac",471462.743362541
"52425","Guingamp","Moissac",592455.246269255
"52426","Lannion","Moissac",621069.266089539
"52427","Saint-Brieuc","Moissac",572064.961594443
"52428","Niort","Moissac",274798.785696642
"52429","Bergerac","Moissac",95741.8031481522
"52430","Nontron","Moissac",161704.116896396
"52431","Besançon","Moissac",518462.557494734
"52432","Montbéliard","Moissac",582777.414480453
"52433","Crest","Moissac",238484.762698273
"52434","Montélimar","Moissac",296567.691138031
"52435","Nyons","Moissac",324180.293590175
"52436","Valence","Moissac",316236.003987151
"52437","Evry","Moissac",513392.034674488
"52438","Pussay","Moissac",476609.60380244
"52439","Brest","Moissac",640652.482532713
"52440","Carhaix-Plouguer","Moissac",586002.081267184
"52441","Chateaulin","Moissac",604777.400553504
"52442","Concarneau","Moissac",570426.085514409
"52443","Morlaix","Moissac",624606.027277442
"52444","Quimper","Moissac",589388.762934173
"52445","Alès","Moissac",240177.394346396
"52446","Bagnols-sur-Cèze","Moissac",283224.816287586
"52447","Nîmes","Moissac",264497.773492726
"52448","Uzès","Moissac",267392.948706774
"52449","Auch","Moissac",64898.6061848804
"52450","L'Isle Jourdain","Moissac",54521.8039082109
"52451","Auros","Moissac",107338.331908491
"52452","Bazas","Moissac",109742.937498322
"52453","Bordeaux","Moissac",155623.01709241
"52454","Gans","Moissac",105693.188754391
"52455","Libourne","Moissac",138543.510864422
"52456","Langon","Moissac",117165.25409586
"52457","Sainte-Foy-la-Grande","Moissac",107144.354664494
"52458","Pointe-à-Pitre","Moissac",6818562.7765088
"52459","Guebwiller","Moissac",634774.415971417
"52460","Mulhouse","Moissac",631225.808685172
"52461","Cazères","Moissac",99957.9737030934
"52462","Toulouse","Moissac",62695.8639191776
"52463","Saint-Gaudens","Moissac",114591.448460458
"52464","Le Puy-en-Velay","Moissac",245699.007935434
"52465","Monistrol-sur-Loire","Moissac",277917.908877536
"52466","Tarbes","Moissac",126451.232252327
"52467","Annecy","Moissac",444767.365924629
"52468","Annemasse","Moissac",466323.854778746
"52469","Limoges","Moissac",192710.298022544
"52470","Briançon","Moissac",450731.826549057
"52471","Embrun","Moissac",434368.581131314
"52472","Gap","Moissac",401614.321503957
